src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
142.250.179.142,10.140.35.74,443,64960,e0:28:61:42:87:94,d0:88:0c:73:88:a2,6,2023-02-17 15:22:20,114478045.94039917,78.30322335050109,0.4367649673722729,0.4367649673722729,0.0,50,0,8964,0,592.0,56.0,179.28,174.27094307428302,0.0,0.0,0.0,0.0,592,56,179.28,174.27094307428302,30370.361599999997,1000,0,20,50,2336286.651844881,39188537.12081909,0.0,7943747.544786969,114478045.94039917,39188537.12081909,0.0,2336286.651844881,7943747.544786969,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,179.28,1933,0,34963481.187820435,11830165.86303711,23396823.525428772,11566657.662391663,32544320.106506348,9754211.902618408,20890755.772590637,8755737.990259944,1036.8333333333333,7.833333333333333,0.0,0.0,7802.781067417377,0.0,179.28,0.0,0,50,0,8964,0
10.140.35.74,142.251.36.46,65029,443,d0:88:0c:73:88:a2,00:00:5e:00:01:17,6,2023-02-17 15:23:35,0.0,0,0,0,0,1,0,54,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,20,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,4096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,1,0,54,0
142.251.36.46,10.140.35.74,443,65029,e0:28:61:42:87:94,d0:88:0c:73:88:a2,6,2023-02-17 15:23:35,0.0,0,0,0,0,1,0,56,0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,56,56,56.0,0.0,0.0,20,0,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,56.0,275,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0,1,0,56,0
10.140.35.74,142.251.36.14,65032,443,d0:88:0c:73:88:a2,00:00:5e:00:01:17,6,2023-02-17 15:23:34,4777004.00352478,3362.5678329236666,5.442741932143145,5.442741932143145,0.0,26,0,16063,0,1290.0,54.0,617.8076923076923,560.1377591018104,0.0,0.0,0.0,0.0,1290,54,617.8076923076923,560.1377591018104,313754.3091715977,520,0,20,18,191080.1601409912,4358680.963516235,0.95367431640625,852022.77200861,4777004.00352478,4358680.963516235,0.95367431640625,191080.1601409912,852022.77200861,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,617.8076923076923,65535,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13941.0,16.0,0.0,0.0,65680.43122586385,0.0,617.8076923076923,0.0,0,26,0,16063,0
142.251.36.14,10.140.35.74,443,65032,e0:28:61:42:87:94,d0:88:0c:73:88:a2,6,2023-02-17 15:23:34,4776364.088058472,1031.747142626886,4.815378303656327,4.815378303656327,0.0,23,0,4928,0,1012.0,56.0,214.2608695652174,278.0793157718017,0.0,0.0,0.0,0.0,1012,56,214.2608695652174,278.0793157718017,77328.10586011341,460,0,20,22,217107.45854811234,4364946.8421936035,0.0,906171.8760783257,4776364.088058472,4364946.8421936035,0.0,217107.45854811234,906171.8760783257,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,214.2608695652174,65535,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837.0,11.0,0.0,0.0,9340.182996362693,0.0,214.2608695652174,0.0,0,23,0,4928,0
10.140.35.74,172.217.168.196,65028,443,d0:88:0c:73:88:a2,00:00:5e:00:01:17,6,2023-02-17 15:23:39,2233633.9950561523,968.3770952571051,3.1339064571427353,3.1339064571427353,0.0,7,0,2163,0,1290.0,54.0,309.0,430.5153058503595,0.0,0.0,0.0,0.0,1290,54,309.0,430.5153058503595,185343.42857142858,140,0,20,4,372272.3325093587,2174387.9318237305,53.16734313964844,806035.4705873597,2233633.9950561523,2174387.9318237305,53.16734313964844,372272.3325093587,806035.4705873597,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,309.0,4096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.0,4.0,0.0,0.0,30128.584122078424,0.0,309.0,0.0,0,7,0,2163,0
172.217.168.196,10.140.35.74,443,65028,e0:28:61:42:87:94,d0:88:0c:73:88:a2,6,2023-02-17 15:23:39,2226351.9763946533,565.0499172359982,4.042487484200305,4.042487484200305,0.0,9,0,1258,0,707.0,56.0,139.77777777777777,201.16647488407193,0.0,0.0,0.0,0.0,707,56,139.77777777777777,201.16647488407193,40467.95061728394,180,0,20,9,278293.99704933167,2168668.9853668213,0.0,714605.9644205302,2226351.9763946533,2168668.9853668213,0.0,278293.99704933167,714605.9644205302,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,139.77777777777777,290,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,8.0,0.0,0.0,13348.822352649417,0.0,139.77777777777777,0.0,0,9,0,1258,0
10.140.35.74,52.114.74.216,65024,443,d0:88:0c:73:88:a2,00:00:5e:00:01:17,6,2023-02-17 15:22:22,119995453.11927795,5.016856758744013,0.05833554370632574,0.05833554370632574,0.0,7,0,602,0,110.0,54.0,86.0,27.712812921102035,0.0,0.0,0.0,0.0,110,54,86.0,27.712812921102035,768.0,140,0,20,4,19999242.186546326,39983162.16468811,14955.04379272461,19982912.5221488,119995453.11927795,39983162.16468811,14955.04379272461,19999242.186546326,19982912.5221488,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,86.0,4096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0,7,0,602,0
10.140.35.74,52.114.77.99,63800,443,d0:88:0c:73:88:a2,00:00:5e:00:01:17,6,2023-02-17 15:23:42,39042.94967651367,4251.727940009037,51.22563783143419,51.22563783143419,0.0,2,0,166,0,112.0,54.0,83.0,29.0,0.0,0.0,0.0,0.0,112,54,83.0,29.0,841.0,40,0,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,83.0,4096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0,2,0,166,0
52.114.77.99,10.140.35.74,443,63800,e0:28:61:42:87:94,d0:88:0c:73:88:a2,6,2023-02-17 15:23:42,0.0,0,0,0,0,1,0,101,0,101.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,101,101,101.0,0.0,0.0,20,0,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,101.0,2050,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0,1,0,101,0
52.114.74.216,10.140.35.74,443,65024,e0:28:61:42:87:94,d0:88:0c:73:88:a2,6,2023-02-17 15:23:42,0.0,0,0,0,0,1,0,99,0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,99,99,99.0,0.0,0.0,20,0,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,99.0,2049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0,1,0,99,0
10.140.35.74,35.186.224.17,64972,443,d0:88:0c:73:88:a2,00:00:5e:00:01:17,6,2023-02-17 15:23:43,0.0,0,0,0,0,1,0,54,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,20,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,4096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,1,0,54,0
35.186.224.17,10.140.35.74,443,64972,e0:28:61:42:87:94,d0:88:0c:73:88:a2,6,2023-02-17 15:23:43,0.0,0,0,0,0,1,0,56,0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,56,56,56.0,0.0,0.0,20,0,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,56.0,349,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0,1,0,56,0
10.140.35.74,10.194.17.1,61885,53,d0:88:0c:73:88:a2,00:00:5e:00:01:17,17,2023-02-17 15:23:46,0.0,0,0,0,0,1,0,103,0,103.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,103,103,103.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,103.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0,1,0,103,0
10.140.35.74,10.194.17.1,61205,53,d0:88:0c:73:88:a2,00:00:5e:00:01:17,17,2023-02-17 15:23:46,0.0,0,0,0,0,1,0,103,0,103.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,103,103,103.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,103.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0,1,0,103,0
10.194.17.1,10.140.35.74,53,61885,e0:28:61:42:87:94,d0:88:0c:73:88:a2,17,2023-02-17 15:23:46,0.0,0,0,0,0,1,0,259,0,259.0,259.0,259.0,0.0,0.0,0.0,0.0,0.0,259,259,259.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,259.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0,1,0,259,0
10.194.17.1,10.140.35.74,53,61205,e0:28:61:42:87:94,d0:88:0c:73:88:a2,17,2023-02-17 15:23:46,0.0,0,0,0,0,1,0,224,0,224.0,224.0,224.0,0.0,0.0,0.0,0.0,0.0,224,224,224.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,224.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0,1,0,224,0
10.140.35.74,10.194.17.1,55552,53,d0:88:0c:73:88:a2,00:00:5e:00:01:17,17,2023-02-17 15:23:46,0.0,0,0,0,0,1,0,84,0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,84,84,84.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,84.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0,1,0,84,0
10.194.17.1,10.140.35.74,53,55552,e0:28:61:42:87:94,d0:88:0c:73:88:a2,17,2023-02-17 15:23:46,0.0,0,0,0,0,1,0,151,0,151.0,151.0,151.0,0.0,0.0,0.0,0.0,0.0,151,151,151.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,151.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0,1,0,151,0
2.17.197.57,10.140.35.74,443,59479,e0:28:61:42:87:94,d0:88:0c:73:88:a2,6,2023-02-17 15:23:46,73601.00746154785,96792.15333732852,230.97509920474238,230.97509920474238,0.0,17,0,7124,0,1290.0,56.0,419.05882352941177,495.14044004032013,0.0,0.0,0.0,0.0,1290,56,419.05882352941177,495.14044004032013,245164.05536332185,340,0,20,16,4600.062966346741,31764.984130859375,0.0,8363.824641026753,73601.00746154785,31764.984130859375,0.0,4600.062966346741,8363.824641026753,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,419.05882352941177,64240,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6194.0,16.0,0.0,0.0,102637.97507881699,0.0,419.05882352941177,0.0,0,17,0,7124,0
10.140.35.74,2.17.197.57,59479,443,d0:88:0c:73:88:a2,00:00:5e:00:01:17,6,2023-02-17 15:23:46,1453013.8969421387,1194.0697908335908,8.946920622960622,8.946920622960622,0.0,13,0,1735,0,571.0,54.0,133.46153846153845,161.31746788177333,0.0,0.0,0.0,0.0,571,54,133.46153846153845,161.31746788177333,26023.325443786973,260,0,20,4,121084.4914118449,1375057.9357147217,3.0994415283203125,378180.29915082775,1453013.8969421387,1375057.9357147217,3.0994415283203125,121084.4914118449,378180.29915082775,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,133.46153846153845,65535,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,4.0,0.0,0.0,16224.21002269521,0.0,133.46153846153845,0.0,0,13,0,1735,0
10.140.35.74,10.194.17.1,56084,53,d0:88:0c:73:88:a2,00:00:5e:00:01:17,17,2023-02-17 15:23:47,0.0,0,0,0,0,1,0,86,0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,86,86,86.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,86.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0,1,0,86,0
10.140.35.74,10.194.17.1,59697,53,d0:88:0c:73:88:a2,00:00:5e:00:01:17,17,2023-02-17 15:23:47,0.0,0,0,0,0,1,0,86,0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,86,86,86.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,86.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0,1,0,86,0
10.194.17.1,10.140.35.74,53,56084,e0:28:61:42:87:94,d0:88:0c:73:88:a2,17,2023-02-17 15:23:47,0.0,0,0,0,0,1,0,146,0,146.0,146.0,146.0,0.0,0.0,0.0,0.0,0.0,146,146,146.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0,1,0,146,0
10.194.17.1,10.140.35.74,53,59697,e0:28:61:42:87:94,d0:88:0c:73:88:a2,17,2023-02-17 15:23:47,0.0,0,0,0,0,1,0,150,0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,150,150,150.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,150.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0,1,0,150,0
10.140.35.74,10.194.17.1,54051,53,d0:88:0c:73:88:a2,00:00:5e:00:01:17,17,2023-02-17 15:23:47,0.0,0,0,0,0,1,0,84,0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,84,84,84.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,84.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0,1,0,84,0
10.140.35.74,10.194.17.1,54420,53,d0:88:0c:73:88:a2,00:00:5e:00:01:17,17,2023-02-17 15:23:47,0.0,0,0,0,0,1,0,84,0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,84,84,84.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,84.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0,1,0,84,0
10.194.17.1,10.140.35.74,53,54051,e0:28:61:42:87:94,d0:88:0c:73:88:a2,17,2023-02-17 15:23:47,0.0,0,0,0,0,1,0,190,0,190.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0,190,190,190.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,190.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0,1,0,190,0
10.140.35.74,10.194.17.1,55705,53,d0:88:0c:73:88:a2,00:00:5e:00:01:17,17,2023-02-17 15:23:47,0.0,0,0,0,0,1,0,92,0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,92,92,92.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0,1,0,92,0
10.194.17.1,10.140.35.74,53,54420,e0:28:61:42:87:94,d0:88:0c:73:88:a2,17,2023-02-17 15:23:47,0.0,0,0,0,0,1,0,194,0,194.0,194.0,194.0,0.0,0.0,0.0,0.0,0.0,194,194,194.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,194.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0,1,0,194,0
10.194.17.1,10.140.35.74,53,55705,e0:28:61:42:87:94,d0:88:0c:73:88:a2,17,2023-02-17 15:23:47,0.0,0,0,0,0,1,0,152,0,152.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,152,152,152.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,152.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0,1,0,152,0
10.140.35.74,17.253.53.209,59481,80,d0:88:0c:73:88:a2,00:00:5e:00:01:17,6,2023-02-17 15:23:47,82764.1487121582,26267.412083955085,157.07284134839747,157.07284134839747,0.0,13,0,2174,0,698.0,54.0,167.23076923076923,204.92255717189803,0.0,0.0,0.0,0.0,698,54,167.23076923076923,204.92255717189803,41993.254437869815,260,0,20,6,6897.012392679851,18746.137619018555,5.0067901611328125,7663.374752646175,82764.1487121582,18746.137619018555,5.0067901611328125,6897.012392679851,7663.374752646175,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,167.23076923076923,4096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0,6.0,0.0,0.0,22019.818471210565,0.0,167.23076923076923,0.0,0,13,0,2174,0
17.253.53.209,10.140.35.74,80,59481,e0:28:61:42:87:94,d0:88:0c:73:88:a2,6,2023-02-17 15:23:47,83751.91688537598,103914.03950683356,179.10037832959938,179.10037832959938,0.0,15,0,8703,0,1290.0,56.0,580.2,548.1969475775411,0.0,0.0,0.0,0.0,1290,56,580.2,548.1969475775411,300519.8933333333,300,0,20,14,5982.2797775268555,24896.14486694336,0.95367431640625,8516.582612889622,83751.91688537598,24896.14486694336,0.95367431640625,5982.2797775268555,8516.582612889622,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,580.2,65520,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7881.0,14.0,0.0,0.0,117033.14577048902,0.0,580.2,0.0,0,15,0,8703,0
10.140.35.74,142.250.179.138,64974,443,d0:88:0c:73:88:a2,00:00:5e:00:01:17,6,2023-02-17 15:23:34,15769484.043121338,39.887164239490154,0.38048169385841163,0.38048169385841163,0.0,6,0,629,0,281.0,54.0,104.83333333333333,80.69162836929797,0.0,0.0,0.0,0.0,281,54,104.83333333333333,80.69162836929797,6511.138888888893,120,0,20,3,3153896.8086242676,15645805.12046814,46.01478576660156,6246054.002396599,15769484.043121338,15645805.12046814,46.01478576660156,3153896.8086242676,6246054.002396599,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,104.83333333333333,4096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.83333333333333,0.0,0,6,0,629,0
142.250.179.138,10.140.35.74,443,64974,e0:28:61:42:87:94,d0:88:0c:73:88:a2,6,2023-02-17 15:23:34,15778494.834899902,39.167234040161254,0.5070192108758739,0.5070192108758739,0.0,8,0,618,0,123.0,56.0,77.25,23.599523300270285,0.0,0.0,0.0,0.0,123,56,77.25,23.599523300270285,556.9375,160,0,20,8,2254070.690699986,15654076.81465149,0.95367431640625,5470629.041655899,15778494.834899902,15654076.81465149,0.95367431640625,2254070.690699986,5470629.041655899,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,77.25,413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,7.0,0.0,0.0,1478.8854510996518,0.0,77.25,0.0,0,8,0,618,0
10.140.35.74,142.250.179.163,65019,443,d0:88:0c:73:88:a2,00:00:5e:00:01:17,6,2023-02-17 15:23:35,14304557.085037231,15.10008305157096,0.27963116762168444,0.27963116762168444,0.0,4,0,216,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,80,0,20,0,4768185.69501241,14287516.117095947,345.9453582763672,6731186.4029399445,14304557.085037231,14287516.117095947,345.9453582763672,4768185.69501241,6731186.4029399445,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,54.0,4096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,4,0,216,0
142.250.179.163,10.140.35.74,443,65019,e0:28:61:42:87:94,d0:88:0c:73:88:a2,6,2023-02-17 15:23:35,14284091.94946289,16.731900133769923,0.21002385105150528,0.21002385105150528,0.0,3,0,239,0,127.0,56.0,79.66666666666667,33.46972097616325,0.0,0.0,0.0,0.0,127,56,79.66666666666667,33.46972097616325,1120.2222222222222,60,0,20,3,7142045.974731445,14267084.836959839,17007.112503051758,7125038.862228394,14284091.94946289,14267084.836959839,17007.112503051758,7142045.974731445,7125038.862228394,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,79.66666666666667,269,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.66666666666667,0.0,0,3,0,239,0
10.140.35.74,216.58.208.99,64975,443,d0:88:0c:73:88:a2,00:00:5e:00:01:17,6,2023-02-17 15:23:39,10494087.934494019,72.99348021300274,0.8576257466279696,0.8576257466279696,0.0,9,0,766,0,138.0,54.0,85.11111111111111,32.49083441507242,0.0,0.0,0.0,0.0,138,54,85.11111111111111,32.49083441507242,1055.6543209876543,180,0,20,5,1311760.9918117523,10471940.040588379,54.12101745605469,3462225.492416078,10494087.934494019,10471940.040588379,54.12101745605469,1311760.9918117523,3462225.492416078,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,85.11111111111111,4096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,5.0,0.0,0.0,12855.259862515872,0.0,85.11111111111111,0.0,0,9,0,766,0
